Fecha,CDS5Y,PD
11/10/2019,90.301,0.05888307
18/10/2019,86.728,0.05661116
25/10/2019,79.274,0.051870562
01/11/2019,79.569,0.051870562
08/11/2019,74.888,0.049069272
15/11/2019,82.506,0.053914507
22/11/2019,88.478,0.057704391
29/11/2019,90.119,0.05826429
06/12/2019,82.218,0.053726893
13/12/2019,72.927,0.047961124
20/12/2019,74.425,0.048428931
27/12/2019,72.975,0.048428931
03/01/2020,70.564,0.046284159
10/01/2020,69.002,0.04583209
17/01/2020,72.664,0.047643309
24/01/2020,81.076,0.052743492
31/01/2020,80.351,0.052743492
07/02/2020,74.664,0.04891385
14/02/2020,71.078,0.046618297
21/02/2020,69.405,0.046163045
28/02/2020,103.34,0.067078848
06/03/2020,113.687,0.073602843
13/03/2020,214.959,0.134313501
20/03/2020,318.957,0.193051118
27/06/2020,235.9,0.146830397
